Date,Time,Hour,Day_of_Week,Month,Day_Type,Peak_Hour,Train_ID,Origin_Station,Destination_Station,Route,Passenger_Count,Ticket_Type,Class_Type,Total_Capacity,Available_Seats,Temperature,Rainfall,Weather_Condition,Holiday,Event_Name,True_Label,IF_Pred_Label,IF_Fraud_Label,IF_Risk_Score,SVM_Pred_Label,SVM_Fraud_Label,AE_Pred_Label,AE_Fraud_Label,AE_Reconstruction_Error,Pred_Label,Fraud_Label,Risk_Score,Risk_Level
2025-01-01,06:00,6,Wednesday,January,Weekday,No,T202,Colombo Fort,Kandy,3,195,0,1,500,305,26,0,Sunny,No,,0,0,Normal,19.8,0,Normal,0,Normal,0.0,0,Normal,19.8,Low
2025-01-01,08:00,8,Wednesday,January,Weekday,Yes,T202,Colombo Fort,Kandy,3,374,1,0,500,126,28,0,Cloudy,No,,0,0,Normal,24.43,0,Normal,0,Normal,0.0,0,Normal,24.43,Low
2025-01-01,12:00,12,Wednesday,January,Weekday,No,T202,Colombo Fort,Kandy,3,198,1,2,500,302,30,0,Cloudy,No,,0,0,Normal,21.66,0,Normal,0,Normal,0.0,0,Normal,21.66,Low
2025-01-01,17:00,17,Wednesday,January,Weekday,Yes,T202,Colombo Fort,Kandy,3,364,1,0,500,136,27,0,Sunny,No,,0,0,Normal,19.7,0,Normal,0,Normal,0.0,0,Normal,19.7,Low
2025-01-01,19:00,19,Wednesday,January,Weekday,Yes,T202,Colombo Fort,Kandy,3,372,1,2,500,128,28,0,Cloudy,No,,0,0,Normal,29.01,0,Normal,0,Normal,0.0,0,Normal,29.01,Low
2025-01-01,06:00,6,Wednesday,January,Weekday,No,T301,Colombo Fort,Kandy,3,206,1,1,500,294,28,10,Rainy,No,,0,0,Normal,32.21,0,Normal,0,Normal,0.0,0,Normal,32.21,Low
2025-01-01,08:00,8,Wednesday,January,Weekday,Yes,T301,Colombo Fort,Kandy,3,342,0,2,500,158,32,1,Rainy,No,,0,0,Normal,31.35,0,Normal,0,Normal,0.0,0,Normal,31.35,Low
2025-01-01,12:00,12,Wednesday,January,Weekday,No,T301,Colombo Fort,Kandy,3,181,0,2,500,319,31,0,Sunny,No,,0,0,Normal,23.49,0,Normal,0,Normal,0.0,0,Normal,23.49,Low
2025-01-01,17:00,17,Wednesday,January,Weekday,Yes,T301,Colombo Fort,Kandy,3,438,1,1,500,62,27,0,Sunny,No,,0,0,Normal,39.32,0,Normal,0,Normal,0.0,0,Normal,39.32,Low
2025-01-01,19:00,19,Wednesday,January,Weekday,Yes,T301,Colombo Fort,Kandy,3,308,1,2,500,192,28,0,Sunny,No,,0,0,Normal,18.68,0,Normal,0,Normal,0.0,0,Normal,18.68,Low
2025-01-01,06:00,6,Wednesday,January,Weekday,No,T101,Colombo Fort,Galle,1,203,0,2,500,297,31,0,Cloudy,No,,0,0,Normal,29.59,0,Normal,0,Normal,0.0,0,Normal,29.59,Low
2025-01-01,08:00,8,Wednesday,January,Weekday,Yes,T101,Colombo Fort,Galle,1,324,0,1,500,176,27,0,Sunny,No,,0,0,Normal,10.67,0,Normal,0,Normal,0.0,0,Normal,10.67,Low
2025-01-01,12:00,12,Wednesday,January,Weekday,No,T101,Colombo Fort,Galle,1,143,0,2,500,357,27,0,Cloudy,No,,0,0,Normal,31.01,0,Normal,0,Normal,0.0,0,Normal,31.01,Low
2025-01-01,17:00,17,Wednesday,January,Weekday,Yes,T101,Colombo Fort,Galle,1,315,0,1,500,185,28,0,Rainy,No,,0,0,Normal,5.18,0,Normal,0,Normal,0.0,0,Normal,5.18,Low
2025-01-01,19:00,19,Wednesday,January,Weekday,Yes,T101,Colombo Fort,Galle,1,326,1,1,500,174,30,13,Rainy,No,,0,0,Normal,31.04,0,Normal,0,Normal,0.0,0,Normal,31.04,Low
2025-01-01,06:00,6,Wednesday,January,Weekday,No,T102,Colombo Fort,Galle,1,212,0,0,500,288,31,0,Sunny,No,,0,0,Normal,22.69,0,Normal,0,Normal,0.0,0,Normal,22.69,Low
2025-01-01,08:00,8,Wednesday,January,Weekday,Yes,T102,Colombo Fort,Galle,1,360,1,0,500,140,32,0,Cloudy,No,,0,0,Normal,30.48,0,Normal,0,Normal,0.0,0,Normal,30.48,Low
2025-01-01,12:00,12,Wednesday,January,Weekday,No,T102,Colombo Fort,Galle,1,202,0,2,500,298,26,2,Rainy,No,,0,0,Normal,29.28,0,Normal,0,Normal,0.0,0,Normal,29.28,Low
2025-01-01,17:00,17,Wednesday,January,Weekday,Yes,T102,Colombo Fort,Galle,1,323,0,2,500,177,27,16,Rainy,No,,0,0,Normal,52.39,0,Normal,0,Normal,0.0,0,Normal,52.39,Medium
2025-01-01,19:00,19,Wednesday,January,Weekday,Yes,T102,Colombo Fort,Galle,1,297,1,0,500,203,26,0,Rainy,No,,0,0,Normal,24.93,0,Normal,0,Normal,0.0,0,Normal,24.93,Low
2025-01-01,06:00,6,Wednesday,January,Weekday,No,T201,Colombo Fort,Galle,1,293,1,2,500,207,29,0,Sunny,Yes,,0,0,Normal,24.76,0,Normal,0,Normal,0.0,0,Normal,24.76,Low
2025-01-01,08:00,8,Wednesday,January,Weekday,Yes,T201,Colombo Fort,Galle,1,331,1,0,500,169,28,10,Rainy,No,,0,0,Normal,36.67,0,Normal,0,Normal,0.0,0,Normal,36.67,Low
2025-01-01,12:00,12,Wednesday,January,Weekday,No,T201,Colombo Fort,Galle,1,201,0,2,500,299,29,0,Sunny,No,,0,0,Normal,14.46,0,Normal,0,Normal,0.0,0,Normal,14.46,Low
2025-01-01,17:00,17,Wednesday,January,Weekday,Yes,T201,Colombo Fort,Galle,1,366,0,2,500,134,30,0,Cloudy,No,,0,0,Normal,19.08,0,Normal,0,Normal,0.0,0,Normal,19.08,Low
2025-01-01,19:00,19,Wednesday,January,Weekday,Yes,T201,Colombo Fort,Galle,1,317,1,2,500,183,26,0,Sunny,No,,0,0,Normal,23.59,0,Normal,0,Normal,0.0,0,Normal,23.59,Low
2025-01-01,06:00,6,Wednesday,January,Weekday,No,T202,Colombo Fort,Galle,1,94,1,0,500,406,28,20,Rainy,No,,0,1,Suspicious,81.72,1,Suspicious,0,Normal,0.0,1,Suspicious,81.72,High
2025-01-01,08:00,8,Wednesday,January,Weekday,Yes,T202,Colombo Fort,Galle,1,437,1,0,500,63,30,0,Cloudy,No,,0,0,Normal,50.74,0,Normal,0,Normal,0.0,0,Normal,50.74,Medium
2025-01-01,12:00,12,Wednesday,January,Weekday,No,T202,Colombo Fort,Galle,1,146,0,0,500,354,27,0,Sunny,No,,0,0,Normal,26.82,0,Normal,0,Normal,0.0,0,Normal,26.82,Low
2025-01-01,17:00,17,Wednesday,January,Weekday,Yes,T202,Colombo Fort,Galle,1,330,0,0,500,170,26,0,Sunny,No,,0,0,Normal,21.61,0,Normal,0,Normal,0.0,0,Normal,21.61,Low
2025-01-01,19:00,19,Wednesday,January,Weekday,Yes,T202,Colombo Fort,Galle,1,314,1,2,500,186,29,7,Rainy,No,,0,0,Normal,30.29,0,Normal,0,Normal,0.0,0,Normal,30.29,Low
2025-01-01,06:00,6,Wednesday,January,Weekday,No,T301,Colombo Fort,Galle,1,170,1,1,500,330,31,20,Rainy,No,,0,0,Normal,58.08,0,Normal,0,Normal,0.0,0,Normal,58.08,Medium
2025-01-01,08:00,8,Wednesday,January,Weekday,Yes,T301,Colombo Fort,Galle,1,434,0,2,500,66,29,0,Sunny,Yes,,1,0,Normal,44.89,0,Normal,0,Normal,0.0,0,Normal,44.89,Low
2025-01-01,12:00,12,Wednesday,January,Weekday,No,T301,Colombo Fort,Galle,1,163,0,1,500,337,32,0,Sunny,No,,0,0,Normal,25.74,0,Normal,0,Normal,0.0,0,Normal,25.74,Low
2025-01-01,17:00,17,Wednesday,January,Weekday,Yes,T301,Colombo Fort,Galle,1,295,0,1,500,205,28,0,Sunny,No,,0,0,Normal,3.54,0,Normal,0,Normal,0.0,0,Normal,3.54,Low
2025-01-01,19:00,19,Wednesday,January,Weekday,Yes,T301,Colombo Fort,Galle,1,352,1,0,500,148,27,0,Sunny,No,,0,0,Normal,20.84,0,Normal,0,Normal,0.0,0,Normal,20.84,Low
2025-01-01,06:00,6,Wednesday,January,Weekday,No,T101,Colombo Fort,Jaffna,2,194,1,1,500,306,32,0,Cloudy,No,,0,0,Normal,22.36,0,Normal,0,Normal,0.0,0,Normal,22.36,Low
2025-01-01,08:00,8,Wednesday,January,Weekday,Yes,T101,Colombo Fort,Jaffna,2,303,0,2,500,197,29,1,Rainy,No,,0,0,Normal,18.11,0,Normal,0,Normal,0.0,0,Normal,18.11,Low
2025-01-01,12:00,12,Wednesday,January,Weekday,No,T101,Colombo Fort,Jaffna,2,127,1,1,500,373,28,20,Rainy,No,,0,1,Suspicious,65.11,0,Normal,0,Normal,0.0,0,Normal,65.11,Medium
2025-01-01,17:00,17,Wednesday,January,Weekday,Yes,T101,Colombo Fort,Jaffna,2,276,1,1,500,224,30,16,Rainy,No,,0,0,Normal,33.64,0,Normal,0,Normal,0.0,0,Normal,33.64,Low
2025-01-01,19:00,19,Wednesday,January,Weekday,Yes,T101,Colombo Fort,Jaffna,2,335,0,0,500,165,26,0,Sunny,No,,0,0,Normal,21.15,0,Normal,0,Normal,0.0,0,Normal,21.15,Low
2025-01-01,06:00,6,Wednesday,January,Weekday,No,T102,Colombo Fort,Jaffna,2,188,0,1,500,312,32,0,Sunny,No,,0,0,Normal,20.98,0,Normal,0,Normal,0.0,0,Normal,20.98,Low
2025-01-01,08:00,8,Wednesday,January,Weekday,Yes,T102,Colombo Fort,Jaffna,2,346,1,0,500,154,31,5,Rainy,No,,0,0,Normal,32.02,0,Normal,0,Normal,0.0,0,Normal,32.02,Low
2025-01-01,12:00,12,Wednesday,January,Weekday,No,T102,Colombo Fort,Jaffna,2,208,1,1,500,292,31,0,Sunny,No,,0,0,Normal,11.58,0,Normal,0,Normal,0.0,0,Normal,11.58,Low
2025-01-01,17:00,17,Wednesday,January,Weekday,Yes,T102,Colombo Fort,Jaffna,2,304,0,0,500,196,29,0,Sunny,No,,0,0,Normal,6.2,0,Normal,0,Normal,0.0,0,Normal,6.2,Low
2025-01-01,19:00,19,Wednesday,January,Weekday,Yes,T102,Colombo Fort,Jaffna,2,405,0,0,500,95,31,0,Sunny,Yes,,1,0,Normal,29.2,0,Normal,0,Normal,0.0,0,Normal,29.2,Low
2025-01-01,06:00,6,Wednesday,January,Weekday,No,T201,Colombo Fort,Jaffna,2,180,0,1,500,320,27,0,Cloudy,No,,0,0,Normal,17.02,0,Normal,0,Normal,0.0,0,Normal,17.02,Low
2025-01-01,08:00,8,Wednesday,January,Weekday,Yes,T201,Colombo Fort,Jaffna,2,294,1,0,500,206,28,17,Rainy,No,,0,0,Normal,48.93,0,Normal,0,Normal,0.0,0,Normal,48.93,Medium
2025-01-01,12:00,12,Wednesday,January,Weekday,No,T201,Colombo Fort,Jaffna,2,184,0,0,500,316,30,1,Rainy,No,,0,0,Normal,22.76,0,Normal,0,Normal,0.0,0,Normal,22.76,Low
2025-01-01,17:00,17,Wednesday,January,Weekday,Yes,T201,Colombo Fort,Jaffna,2,334,1,0,500,166,28,8,Rainy,No,,0,0,Normal,26.84,0,Normal,0,Normal,0.0,0,Normal,26.84,Low
2025-01-01,19:00,19,Wednesday,January,Weekday,Yes,T201,Colombo Fort,Jaffna,2,353,0,2,500,147,31,0,Cloudy,No,,0,0,Normal,15.08,0,Normal,0,Normal,0.0,0,Normal,15.08,Low
2025-01-01,06:00,6,Wednesday,January,Weekday,No,T202,Colombo Fort,Jaffna,2,178,1,0,500,322,28,0,Sunny,No,,0,0,Normal,23.14,0,Normal,0,Normal,0.0,0,Normal,23.14,Low
2025-01-01,08:00,8,Wednesday,January,Weekday,Yes,T202,Colombo Fort,Jaffna,2,354,0,1,500,146,26,7,Rainy,No,,0,0,Normal,41.73,0,Normal,0,Normal,0.0,0,Normal,41.73,Low
2025-01-01,12:00,12,Wednesday,January,Weekday,No,T202,Colombo Fort,Jaffna,2,193,0,0,500,307,26,0,Sunny,No,,0,0,Normal,21.34,0,Normal,0,Normal,0.0,0,Normal,21.34,Low
2025-01-01,17:00,17,Wednesday,January,Weekday,Yes,T202,Colombo Fort,Jaffna,2,313,1,1,500,187,28,9,Rainy,No,,0,0,Normal,20.66,0,Normal,0,Normal,0.0,0,Normal,20.66,Low
2025-01-01,19:00,19,Wednesday,January,Weekday,Yes,T202,Colombo Fort,Jaffna,2,357,1,2,500,143,29,7,Rainy,No,,0,0,Normal,32.64,0,Normal,0,Normal,0.0,0,Normal,32.64,Low
2025-01-01,06:00,6,Wednesday,January,Weekday,No,T301,Colombo Fort,Jaffna,2,202,0,1,500,298,29,0,Cloudy,No,,0,0,Normal,12.46,0,Normal,0,Normal,0.0,0,Normal,12.46,Low
2025-01-01,08:00,8,Wednesday,January,Weekday,Yes,T301,Colombo Fort,Jaffna,2,400,0,1,500,100,26,0,Sunny,No,,0,0,Normal,31.11,0,Normal,0,Normal,0.0,0,Normal,31.11,Low
2025-01-01,12:00,12,Wednesday,January,Weekday,No,T301,Colombo Fort,Jaffna,2,242,1,0,500,258,28,0,Cloudy,No,,0,0,Normal,12.85,0,Normal,0,Normal,0.0,0,Normal,12.85,Low
2025-01-01,17:00,17,Wednesday,January,Weekday,Yes,T301,Colombo Fort,Jaffna,2,329,0,0,500,171,27,0,Cloudy,No,,0,0,Normal,12.21,0,Normal,0,Normal,0.0,0,Normal,12.21,Low
2025-01-01,19:00,19,Wednesday,January,Weekday,Yes,T301,Colombo Fort,Jaffna,2,321,0,1,500,179,28,0,Sunny,No,,0,0,Normal,7.15,0,Normal,0,Normal,0.0,0,Normal,7.15,Low
2025-01-01,06:00,6,Wednesday,January,Weekday,No,T101,Colombo Fort,Negombo,5,189,0,0,500,311,32,0,Sunny,No,,0,0,Normal,39.06,1,Suspicious,0,Normal,0.0,1,Suspicious,39.06,Low
2025-01-01,08:00,8,Wednesday,January,Weekday,Yes,T101,Colombo Fort,Negombo,5,330,1,0,500,170,32,13,Rainy,No,,0,0,Normal,60.46,0,Normal,0,Normal,0.0,0,Normal,60.46,Medium
2025-01-01,12:00,12,Wednesday,January,Weekday,No,T101,Colombo Fort,Negombo,5,143,0,0,500,357,26,9,Rainy,No,,0,0,Normal,61.09,0,Normal,1,Suspicious,0.0,0,Normal,61.09,Medium
2025-01-01,17:00,17,Wednesday,January,Weekday,Yes,T101,Colombo Fort,Negombo,5,335,1,2,500,165,28,0,Sunny,No,,0,0,Normal,28.23,0,Normal,0,Normal,0.0,0,Normal,28.23,Low
2025-01-01,19:00,19,Wednesday,January,Weekday,Yes,T101,Colombo Fort,Negombo,5,299,0,0,500,201,27,0,Sunny,No,,0,0,Normal,23.33,0,Normal,0,Normal,0.0,0,Normal,23.33,Low
2025-01-01,06:00,6,Wednesday,January,Weekday,No,T102,Colombo Fort,Negombo,5,101,1,0,500,399,32,16,Rainy,No,,0,1,Suspicious,83.59,1,Suspicious,0,Normal,0.0,1,Suspicious,83.59,High
2025-01-01,08:00,8,Wednesday,January,Weekday,Yes,T102,Colombo Fort,Negombo,5,318,1,2,500,182,26,0,Cloudy,No,,0,0,Normal,34.72,0,Normal,0,Normal,0.0,0,Normal,34.72,Low
2025-01-01,12:00,12,Wednesday,January,Weekday,No,T102,Colombo Fort,Negombo,5,246,1,2,500,254,30,0,Sunny,No,,0,0,Normal,29.11,0,Normal,0,Normal,0.0,0,Normal,29.11,Low
2025-01-01,17:00,17,Wednesday,January,Weekday,Yes,T102,Colombo Fort,Negombo,5,284,0,0,500,216,27,0,Cloudy,No,,0,0,Normal,19.79,0,Normal,0,Normal,0.0,0,Normal,19.79,Low
2025-01-01,19:00,19,Wednesday,January,Weekday,Yes,T102,Colombo Fort,Negombo,5,316,0,1,500,184,29,0,Cloudy,No,,0,0,Normal,10.57,0,Normal,0,Normal,0.0,0,Normal,10.57,Low
2025-01-01,06:00,6,Wednesday,January,Weekday,No,T201,Colombo Fort,Negombo,5,172,0,2,500,328,32,0,Cloudy,No,,0,0,Normal,47.77,1,Suspicious,0,Normal,0.0,1,Suspicious,47.77,Medium
2025-01-01,08:00,8,Wednesday,January,Weekday,Yes,T201,Colombo Fort,Negombo,5,404,1,2,500,96,28,0,Cloudy,No,,0,0,Normal,48.35,0,Normal,0,Normal,0.0,0,Normal,48.35,Medium
2025-01-01,12:00,12,Wednesday,January,Weekday,No,T201,Colombo Fort,Negombo,5,241,0,0,500,259,31,0,Sunny,No,,0,0,Normal,21.65,0,Normal,0,Normal,0.0,0,Normal,21.65,Low
2025-01-01,17:00,17,Wednesday,January,Weekday,Yes,T201,Colombo Fort,Negombo,5,331,1,2,500,169,32,0,Sunny,No,,0,0,Normal,34.35,0,Normal,0,Normal,0.0,0,Normal,34.35,Low
2025-01-01,19:00,19,Wednesday,January,Weekday,Yes,T201,Colombo Fort,Negombo,5,389,0,0,500,111,26,6,Rainy,No,,0,0,Normal,58.63,0,Normal,0,Normal,0.0,0,Normal,58.63,Medium
2025-01-01,06:00,6,Wednesday,January,Weekday,No,T202,Colombo Fort,Negombo,5,208,0,2,500,292,30,0,Sunny,No,,0,0,Normal,36.41,0,Normal,0,Normal,0.0,0,Normal,36.41,Low
2025-01-01,08:00,8,Wednesday,January,Weekday,Yes,T202,Colombo Fort,Negombo,5,402,1,1,500,98,30,0,Sunny,No,,0,0,Normal,42.15,0,Normal,0,Normal,0.0,0,Normal,42.15,Low
2025-01-01,12:00,12,Wednesday,January,Weekday,No,T202,Colombo Fort,Negombo,5,175,0,2,500,325,29,15,Rainy,No,,0,0,Normal,53.15,0,Normal,1,Suspicious,0.0,0,Normal,53.15,Medium
2025-01-01,17:00,17,Wednesday,January,Weekday,Yes,T202,Colombo Fort,Negombo,5,375,0,0,500,125,26,0,Cloudy,No,,0,0,Normal,33.52,0,Normal,0,Normal,0.0,0,Normal,33.52,Low
2025-01-01,19:00,19,Wednesday,January,Weekday,Yes,T202,Colombo Fort,Negombo,5,313,1,1,500,187,27,0,Sunny,No,,0,0,Normal,23.64,0,Normal,0,Normal,0.0,0,Normal,23.64,Low
2025-01-01,06:00,6,Wednesday,January,Weekday,No,T301,Colombo Fort,Negombo,5,145,0,2,500,355,28,0,Sunny,No,,0,0,Normal,45.6,0,Normal,1,Suspicious,0.0,0,Normal,45.6,Medium
2025-01-01,08:00,8,Wednesday,January,Weekday,Yes,T301,Colombo Fort,Negombo,5,290,0,0,500,210,31,6,Rainy,No,,0,0,Normal,42.21,0,Normal,0,Normal,0.0,0,Normal,42.21,Low
2025-01-01,12:00,12,Wednesday,January,Weekday,No,T301,Colombo Fort,Negombo,5,160,0,1,500,340,28,0,Cloudy,No,,0,0,Normal,20.6,0,Normal,0,Normal,0.0,0,Normal,20.6,Low
2025-01-01,17:00,17,Wednesday,January,Weekday,Yes,T301,Colombo Fort,Negombo,5,342,0,2,500,158,29,0,Cloudy,No,,0,0,Normal,20.85,0,Normal,0,Normal,0.0,0,Normal,20.85,Low
2025-01-01,19:00,19,Wednesday,January,Weekday,Yes,T301,Colombo Fort,Negombo,5,363,0,2,500,137,31,0,Sunny,No,,0,0,Normal,35.52,0,Normal,0,Normal,0.0,0,Normal,35.52,Low
2025-01-01,06:00,6,Wednesday,January,Weekday,No,T101,Colombo Fort,Anuradhapura,0,169,0,0,500,331,27,0,Sunny,No,,0,0,Normal,31.12,0,Normal,0,Normal,0.0,0,Normal,31.12,Low
2025-01-01,08:00,8,Wednesday,January,Weekday,Yes,T101,Colombo Fort,Anuradhapura,0,364,0,0,500,136,28,16,Rainy,No,,0,0,Normal,58.89,0,Normal,0,Normal,0.0,0,Normal,58.89,Medium
2025-01-01,12:00,12,Wednesday,January,Weekday,No,T101,Colombo Fort,Anuradhapura,0,125,1,0,500,375,28,12,Rainy,No,,0,0,Normal,56.6,0,Normal,0,Normal,0.0,0,Normal,56.6,Medium
2025-01-01,17:00,17,Wednesday,January,Weekday,Yes,T101,Colombo Fort,Anuradhapura,0,287,0,0,500,213,29,0,Sunny,No,,0,0,Normal,17.8,0,Normal,0,Normal,0.0,0,Normal,17.8,Low
2025-01-01,19:00,19,Wednesday,January,Weekday,Yes,T101,Colombo Fort,Anuradhapura,0,301,1,1,500,199,28,1,Rainy,No,,0,0,Normal,22.84,0,Normal,0,Normal,0.0,0,Normal,22.84,Low
2025-01-01,06:00,6,Wednesday,January,Weekday,No,T102,Colombo Fort,Anuradhapura,0,219,1,0,500,281,26,0,Cloudy,No,,0,0,Normal,41.15,1,Suspicious,0,Normal,0.0,1,Suspicious,41.15,Low
2025-01-01,08:00,8,Wednesday,January,Weekday,Yes,T102,Colombo Fort,Anuradhapura,0,344,1,2,500,156,28,0,Cloudy,No,,0,0,Normal,30.15,0,Normal,0,Normal,0.0,0,Normal,30.15,Low
2025-01-01,12:00,12,Wednesday,January,Weekday,No,T102,Colombo Fort,Anuradhapura,0,178,1,0,500,322,31,0,Sunny,No,,0,0,Normal,28.0,0,Normal,0,Normal,0.0,0,Normal,28.0,Low
2025-01-01,17:00,17,Wednesday,January,Weekday,Yes,T102,Colombo Fort,Anuradhapura,0,420,1,0,500,80,29,2,Rainy,Yes,,1,0,Normal,49.36,0,Normal,0,Normal,0.0,0,Normal,49.36,Medium
2025-01-01,19:00,19,Wednesday,January,Weekday,Yes,T102,Colombo Fort,Anuradhapura,0,335,0,2,500,165,30,0,Cloudy,No,,0,0,Normal,28.87,0,Normal,0,Normal,0.0,0,Normal,28.87,Low
2025-01-01,06:00,6,Wednesday,January,Weekday,No,T201,Colombo Fort,Anuradhapura,0,169,1,1,500,331,28,0,Sunny,No,,0,0,Normal,24.68,0,Normal,0,Normal,0.0,0,Normal,24.68,Low
2025-01-01,08:00,8,Wednesday,January,Weekday,Yes,T201,Colombo Fort,Anuradhapura,0,309,0,1,500,191,27,0,Cloudy,No,,0,0,Normal,17.17,0,Normal,0,Normal,0.0,0,Normal,17.17,Low
2025-01-01,12:00,12,Wednesday,January,Weekday,No,T201,Colombo Fort,Anuradhapura,0,174,1,0,500,326,29,12,Rainy,No,,0,0,Normal,46.57,0,Normal,0,Normal,0.0,0,Normal,46.57,Medium
2025-01-01,17:00,17,Wednesday,January,Weekday,Yes,T201,Colombo Fort,Anuradhapura,0,276,1,1,500,224,30,0,Sunny,No,,0,0,Normal,15.52,0,Normal,0,Normal,0.0,0,Normal,15.52,Low
2025-01-01,19:00,19,Wednesday,January,Weekday,Yes,T201,Colombo Fort,Anuradhapura,0,320,1,2,500,180,31,0,Sunny,No,,0,0,Normal,27.25,0,Normal,0,Normal,0.0,0,Normal,27.25,Low
2025-01-01,06:00,6,Wednesday,January,Weekday,No,T202,Colombo Fort,Anuradhapura,0,154,1,1,500,346,30,0,Cloudy,No,,0,0,Normal,22.27,0,Normal,0,Normal,0.0,0,Normal,22.27,Low
2025-01-01,08:00,8,Wednesday,January,Weekday,Yes,T202,Colombo Fort,Anuradhapura,0,351,0,2,500,149,29,0,Cloudy,No,,0,0,Normal,28.79,0,Normal,0,Normal,0.0,0,Normal,28.79,Low
2025-01-01,12:00,12,Wednesday,January,Weekday,No,T202,Colombo Fort,Anuradhapura,0,179,1,2,500,321,27,0,Sunny,No,,0,0,Normal,28.12,0,Normal,0,Normal,0.0,0,Normal,28.12,Low
2025-01-01,17:00,17,Wednesday,January,Weekday,Yes,T202,Colombo Fort,Anuradhapura,0,304,1,1,500,196,27,0,Cloudy,No,,0,0,Normal,16.14,0,Normal,0,Normal,0.0,0,Normal,16.14,Low
2025-01-01,19:00,19,Wednesday,January,Weekday,Yes,T202,Colombo Fort,Anuradhapura,0,358,1,0,500,142,28,13,Rainy,No,,0,0,Normal,50.94,0,Normal,0,Normal,0.0,0,Normal,50.94,Medium
2025-01-01,06:00,6,Wednesday,January,Weekday,No,T301,Colombo Fort,Anuradhapura,0,223,1,0,500,277,26,0,Sunny,No,,0,0,Normal,40.49,1,Suspicious,0,Normal,0.0,1,Suspicious,40.49,Low
