speedKmh,observedDelayMin,targetDelayMin
60.82,9.66,2.570740371803446
81.66,12.72,5.287597143393636
81.69,8.55,7.291097116522701
56.45,6.57,4.670398645954682
77.19,2.07,2.173640072242025
83.14,2.6,1.06325637914986
83.45,5.94,3.5617141947628985
50.61,15.04,9.262526824537149
65.04,19.16,13.177605069314493
42.94,2.24,5.7321916404238555
63.65,0.3,1.5562541952179223
66.89,20.95,9.113079826326507
49.03,9.11,8.27416035015642
68.25,22.41,13.488835544947662
37.3,24.72,17.014282845241134
39.28,4.77,7.335687342176798
75.45,22.39,13.812247472098147
41.07,12.29,8.589778077891292
32.79,0.23,6.575101402958414
31.68,18.59,15.038680318899443
27.29,13.46,15.173310319369401
58.38,10.36,6.970556812670471
54.68,8.98,3.6273541264178033
38.21,10.93,11.22480555349317
25.12,19.17,18.988827797115572
82.97,20.92,11.86035413432618
69.54,7.19,5.87042083464801
58.59,23.94,12.142668039042842
45.82,22.78,14.419968883421426
45.19,7.64,7.486882794862625
53.36,11.48,7.159036113436626
43.45,0.93,3.506356735807602
75.11,11.98,7.0771325388017186
69.59,5.43,1.6691868528242813
49.59,11.66,8.911770798243378
51.3,11.48,7.28406345000875
31.57,18.31,16.53693259380646
39.08,7.03,7.6943556483589814
35.36,9.34,9.463756903990435
75.92,21.23,15.024092729539152
38.13,10.92,10.718607652631352
55.48,17.83,9.87307315981852
68.93,17.59,6.937839419854627
83.11,16.94,8.764640067846582
71.05,1.81,2.6941523104360803
80.57,9.61,5.813249904479186
24.38,13.45,14.36127030462541
77.49,15.94,8.530878618896205
34.89,23.47,19.010310866313077
30.34,19.94,16.61012365770467
83.09,8.28,2.713147758392492
30.51,17.81,16.733631487766253
64.4,12.96,8.470051236189807
52.22,16.13,11.612680430672038
60.85,10.7,4.725927573733639
64.79,14.4,11.49211574336369
20.39,0.27,10.033603110764345
81.62,10.98,7.250184938200122
64.47,23.1,11.648760371462712
40.5,15.85,13.23496523164132
84.77,23.73,13.082210808701154
81.87,11.05,6.228061021919817
66.3,0.6,0.0
65.9,24.19,13.806978649256006
40.47,21.9,15.49675188310247
80.75,0.68,0.5229558420759235
82.9,23.79,12.89992265898078
71.14,10.84,6.794904713229743
48.79,5.57,6.020926306148465
71.87,5.57,1.6297053643002968
52.06,6.32,6.661311068694429
84.12,4.94,2.524240789400212
32.17,17.04,15.720741457894635
61.95,0.53,0.0
81.92,8.64,0.870346023718287
22.25,5.31,13.417229976296385
28.08,5.24,7.599723474410345
82.17,0.5,0.0
63.64,24.23,12.067409526568674
39.57,20.55,14.978233354166983
57.76,3.66,3.894171644567213
70.83,11.24,5.914510171914757
32.24,20.86,16.81116155323041
84.51,21.63,15.335754070112229
64.08,6.49,2.7160471541506532
53.91,2.18,1.391436702520078
34.94,7.33,8.089727527800157
51.64,18.21,12.137948675472707
37.28,5.52,9.037677948952497
33.97,2.64,8.886474226343077
41.03,12.96,12.650935260625372
66.19,9.42,7.380196558066411
27.12,16.89,16.94201168889179
53.72,6.78,7.157950639141982
52.37,22.23,12.96420887132213
69.12,2.23,0.3345134567399338
39.17,0.47,6.275944451516872
31.62,13.93,16.274251272431194
61.53,16.35,6.80017114186559
33.72,2.49,8.119770201565235
37.4,8.48,8.083391626002726
84.67,19.95,9.752431335044246
59.91,16.69,8.397657023369044
82.63,16.81,9.53378220341177
82.22,11.26,2.6861794609056004
40.28,0.68,0.5869004000339055
72.58,17.56,6.721796169726916
83.0,11.35,7.911732176705751
34.56,1.38,5.096058901507683
23.01,19.7,19.627728369221433
75.99,22.47,12.829653540237306
76.76,20.31,12.730530352165061
81.34,9.44,3.5744546439942573
78.08,1.25,2.5269479910405597
53.41,21.53,16.21409594558736
36.54,24.38,16.37519027249606
81.66,11.5,6.478413739594009
48.26,0.34,2.9391257047538293
47.33,6.71,6.314479865224887
81.92,6.49,6.0854629858685545
69.02,5.36,4.111801913173825
36.33,1.62,7.42510641860579
27.97,20.18,19.95622885714704
30.92,2.64,7.690023452279421
79.23,6.65,3.034317253007485
36.79,15.86,14.384255207240818
78.34,13.7,7.512891381729346
49.55,21.52,11.823105335658267
81.51,20.84,11.232567953777185
29.22,5.34,11.092240264076136
75.62,1.96,3.8659344465875574
35.83,2.2,7.572035041831579
21.41,17.96,19.802196846644186
60.05,21.58,8.795818862036946
71.04,10.43,4.581692523682187
60.47,15.67,9.283739899939409
54.7,15.94,8.709932227480735
69.57,19.31,9.351854390510152
37.63,24.94,18.087293330190523
51.5,14.3,8.258183139331665
76.03,23.17,11.395397701998483
82.09,7.4,7.582756102724218
37.92,8.03,8.660914823954347
79.89,10.11,6.866176456749042
59.07,11.04,7.761918899346655
26.33,6.01,12.765567356639423
30.81,20.56,17.38071996219589
43.48,4.86,7.514829243226732
60.91,8.61,6.419151237205085
80.47,21.02,11.938165101449398
74.3,22.3,12.757645383377676
71.7,19.47,11.465174817740607
35.9,10.78,11.479227820592387
80.67,15.62,8.761176496544444
30.45,18.74,18.203035222565504
73.63,2.28,2.362912137187981
82.83,0.67,0.6152969319608468
63.3,19.91,10.845568308006607
38.41,1.04,6.021409946717748
31.94,22.13,17.515467634690193
59.88,19.4,9.79075124932431
41.36,5.18,4.0705586613543385
84.46,10.77,5.223654004621911
55.99,7.69,4.478906531750519
58.97,13.36,8.44255229890571
53.02,18.77,13.796967541817594
49.85,5.6,5.068212835941594
76.38,5.25,4.383930540406214
48.48,3.88,4.021175012238574
75.44,12.42,8.657684505241296
77.42,16.26,5.455232471060424
55.92,21.28,12.318671391789053
84.54,0.75,1.199064737448961
45.6,16.61,10.56327862540941
25.91,8.16,11.660248152349224
79.29,23.35,12.367232128342836
74.11,9.5,4.508553876802143
72.48,6.33,4.2454971322517085
47.38,6.25,4.933044143446942
79.05,3.31,2.2079183004081107
75.73,4.62,1.84503067136813
60.75,23.93,9.690516524563206
78.97,1.23,0.11594697569430712
61.28,4.94,3.3597692466259037
34.89,7.77,10.074069371258682
70.22,23.86,14.790196319623355
80.23,3.32,1.012907054604784
58.53,8.89,3.714315967621214
80.49,21.36,13.123243967132856
43.94,4.5,5.783291999581369
42.01,23.14,17.065252585168164
61.54,19.85,9.47935034032033
77.51,6.87,1.9505542300690202
65.09,8.48,6.159089059312408
27.12,17.78,17.273723377804657
50.19,16.31,9.550786636866237
37.43,9.54,13.054932611023826
78.78,4.52,2.3860370186264084
53.03,13.23,7.078201098800179
59.92,0.23,0.44658167717327735
29.15,21.11,17.884132369950006
81.8,0.72,1.3919693805027253
79.77,4.53,5.318167794920173
64.11,21.49,11.166168483249422
60.25,15.86,8.890864207377398
76.88,7.65,6.083411721499728
26.33,11.1,14.390825712933788
30.19,17.82,17.873398363766952
21.38,8.41,11.44377551397302
24.66,15.25,15.797968373124109
22.64,24.27,20.84609593106825
23.19,19.79,20.146315697489044
28.17,1.96,9.301991235925412
56.38,9.33,9.263462770673327
59.76,5.2,2.1593445618384255
44.37,10.84,11.601420691256942
80.22,17.1,11.196029984136782
64.61,19.19,10.234793391943596
40.04,7.7,11.720007115607586
29.43,1.48,8.442489359482598
68.04,7.48,3.6655707394834365
63.15,20.3,11.314152026057515
39.19,7.46,10.151075619321235
20.91,14.0,18.69932230267899
38.74,18.6,14.184995928101657
47.13,3.77,4.205222078421645
69.92,20.51,9.074690404458533
72.93,2.64,1.0016632975415996
21.8,12.61,15.805330386652424
47.42,14.18,11.964419326204215
44.86,3.06,5.471210644743525
40.96,18.69,13.39170645117402
52.36,9.06,9.047348041900083
35.01,15.1,12.800311993230233
39.27,19.71,17.84872777508672
33.65,5.73,9.566521494548619
36.33,19.94,16.15134268792478
65.18,14.99,8.790020415132368
64.72,9.7,5.546668202837366
30.31,8.27,11.825364544628204
70.39,1.55,0.9714063078974936
49.45,9.17,3.6751314303304916
67.93,24.43,14.091207245483659
83.27,18.53,12.844216083442952
72.0,14.57,9.322516746655264
31.09,5.33,7.939730334960673
44.36,12.39,7.945565028768705
61.4,21.97,13.293914163091857
43.1,15.5,11.973991645842009
52.61,6.19,4.075201075838711
61.46,13.61,4.9059878102937144
46.5,14.8,10.71792823802194
72.75,15.11,8.621172997900832
79.09,20.11,10.293967256799759
72.55,1.43,1.7346658989914754
61.5,3.21,1.3572541201667307
44.45,21.05,15.107817092972944
31.85,24.19,19.542666894713953
66.3,13.32,5.504088845501433
75.98,22.49,12.983488972571442
21.57,8.15,13.504889357788468
46.81,3.37,3.9374731351753707
36.7,18.9,15.858865740121328
46.88,11.72,8.048678398424839
24.64,11.36,15.50901698393574
34.06,6.21,9.739084722576635
66.85,17.77,9.700619011459812
32.25,0.79,6.9580744791658775
80.58,5.21,3.6075278500995394
59.8,22.73,12.33175116636082
35.37,10.52,9.915941546175933
27.22,19.17,20.972643293444357
79.4,23.67,15.676392484144971
29.54,23.68,20.572316239133087
48.28,1.34,3.462943575955605
37.15,7.39,8.55523594431422
58.35,1.56,0.0
55.72,12.27,8.877927855048492
68.52,6.87,3.326876058968668
83.32,3.1,0.0
40.79,16.95,11.526721412633837
32.46,8.64,11.34260888628374
32.02,6.22,10.388935133276574
69.24,1.56,0.6538294333663195
70.92,10.91,3.9928818014221896
20.63,11.38,13.607406948560936
68.35,14.84,8.113715665174944
82.14,11.24,6.84328913687916
50.89,12.91,8.081318872240573
34.12,13.69,12.36460816834652
44.35,16.8,12.822187138825235
27.07,2.25,7.828575405180681
71.22,12.81,8.881508867226135
74.45,18.21,9.397993801064798
33.54,24.51,17.971696961773013
56.2,2.02,3.099089840359345
53.47,3.62,2.6752884737042963
58.93,0.42,0.0
60.05,10.95,7.094931029953647
52.18,13.09,9.120632439837483
36.71,14.24,15.457023118729316
58.88,17.12,9.600068254520828
74.61,15.29,6.9752220706875585
52.59,9.76,5.404447952040168
68.93,8.33,5.492461122016033
30.81,23.67,18.61857720775261
48.33,9.59,9.856045695178283
32.98,12.27,15.414842395608591
22.82,6.15,11.76492973744231
70.09,19.03,9.429152677938548
73.92,19.32,10.374178669219456
29.67,3.28,8.754288630210054
37.12,8.95,6.336120785814646
70.42,15.92,12.189184093376943
66.03,16.0,6.805928339837418
27.37,0.16,6.355242441119994
57.4,1.53,0.5893734267226036
25.18,6.67,10.957626675929797
52.73,3.81,4.864688299069134
71.36,14.19,8.469855352198556
76.92,21.91,14.209252272049293
82.85,0.28,1.1497497538284471
63.42,1.12,0.0
64.77,17.93,10.64205639339601
44.89,21.62,13.522616625538395
60.3,11.27,6.686034437802423
64.0,15.04,8.925879314361262
82.94,3.36,3.0183902188278693
30.63,13.12,15.93706480605957
21.08,14.67,17.11775315131038
25.94,0.06,4.749477739743458
60.39,8.32,5.393808888830364
61.61,21.94,14.594620923453519
50.19,14.66,9.799278244676746
32.48,5.59,9.45508765647088
33.88,10.87,11.693943321498839
50.35,16.0,6.505315733298488
84.45,23.16,11.991017168912949
60.63,2.4,2.1537483763652503
39.75,4.91,9.86238141201328
50.12,20.32,12.444298048514579
49.21,20.36,11.840042967669962
48.33,5.03,7.403725203124432
27.86,20.42,19.267009990374152
83.75,10.52,9.358248051905685
79.53,24.39,9.840624607664804
50.97,9.76,7.941634390132331
56.38,23.84,11.160101744113897
43.69,13.19,13.678762754687197
58.98,23.91,13.223831536653831
43.32,10.4,8.270241518343472
39.67,24.41,19.66298708908397
21.1,15.0,16.021792670385793
54.37,14.4,8.780794529465759
63.78,20.48,12.565798415445386
42.16,24.61,14.779060855804962
53.54,8.21,5.7366396764830005
67.78,21.28,13.89227642341832
68.05,17.41,10.156494084045
26.38,0.09,8.193423566071225
47.39,23.56,15.497728653096523
29.06,20.61,18.46889491958987
65.56,12.06,4.093084630019479
68.68,8.67,2.731740349124016
38.69,22.88,18.120144507816022
39.67,18.96,17.071814239376014
57.66,19.64,10.750031703274948
35.02,23.97,18.50361430849738
68.17,1.43,0.0
33.82,24.03,20.57033360239075
36.58,14.49,14.096198750850977
24.84,20.83,18.55912933797906
83.5,21.59,10.526751080976691
58.16,5.6,4.922228751082736
23.89,12.36,11.810559940463822
72.69,1.85,0.23538573735469182
27.88,5.26,10.955310549586418
24.88,7.71,12.715957258644158
47.97,9.35,8.931621424286098
58.01,7.41,4.7061335853115125
27.14,22.15,18.507470615202866
50.29,2.85,4.03630324107674
47.1,21.03,11.479064201873681
42.75,7.43,7.987227308495004
20.34,13.42,14.457950450215098
75.11,19.01,8.729169742678874
78.47,16.92,10.690681614899244
31.37,23.09,18.348859176137708
38.86,4.8,6.681526588792124
68.83,17.05,9.730041359574278
21.42,1.9,8.433761226400737
81.42,8.93,5.296648858699259
73.73,9.79,5.740618940316711
70.75,14.37,9.867059010015877
81.45,18.53,11.85915646220357
21.72,23.67,19.732275719411625
78.2,10.18,5.180124964130325
42.8,7.85,6.978262115930252
22.2,18.26,17.708500765196575
30.25,24.83,22.726775833411327
68.65,0.71,1.7303492000564298
73.97,0.47,0.5269037491701785
77.05,6.0,2.6450594851875397
59.75,15.67,9.936537836036983
25.7,3.08,7.766151104259194
41.38,21.84,14.034295535057936
61.02,4.8,0.0
42.57,23.86,17.389905237456144
33.44,2.75,6.865470003012781
78.77,20.15,11.982154769005483
41.09,17.22,12.288378953842907
25.92,0.8,9.320838335432251
31.82,9.17,11.645594106044507
42.38,19.45,14.671274789354314
49.45,17.51,12.49305196145999
74.02,0.94,0.0
44.26,4.43,6.038511557838331
67.31,8.04,2.1831524030028375
23.12,1.33,9.90549673934205
31.17,8.4,11.49030115337138
68.49,8.2,4.1273527513002914
76.42,20.77,8.779916185201316
54.03,15.51,8.399876381835718
62.94,10.28,3.5976990794718824
71.92,14.49,9.545706403369774
40.19,12.62,14.196167669586023
63.44,8.14,3.7081708805476925
55.8,8.67,6.915060201609384
38.69,4.63,6.967063000593524
48.54,11.16,9.166716095508638
71.78,19.8,10.067668027206397
35.08,0.59,5.442372511165161
61.7,20.18,12.56561979750969
71.41,20.61,13.056773260904809
37.43,23.25,14.508237276644602
77.0,11.08,6.725239837280251
40.2,12.93,13.18753135854582
69.55,18.74,13.488712201623816
53.37,23.95,15.719046457351865
41.78,14.28,13.711526165968529
68.61,5.9,2.251388686073806
64.01,19.79,8.328480980051804
24.86,1.12,8.130104786336663
81.91,20.53,11.595832482756524
61.86,3.93,1.4952564559447616
51.14,12.31,8.530889735767161
68.38,16.31,11.59593434069035
83.99,17.5,8.38277512474851
61.62,12.35,6.059316743995378
72.64,13.81,4.984414151198267
56.56,18.37,9.997716091115038
33.8,9.87,12.292413482956388
22.33,22.54,20.11304985317712
73.11,5.19,5.101178282127531
59.34,19.92,8.1443706170284
31.24,19.28,16.999539194834018
21.93,0.23,9.682018749584602
49.34,24.4,15.53057847252774
81.74,21.2,11.266450112296024
70.97,9.87,9.749625700983332
41.81,17.15,13.694986181598084
38.26,24.97,16.322240686738198
78.53,9.91,5.445776144722443
54.18,21.1,13.438437271070883
47.42,17.07,11.912272558817863
80.9,4.55,4.028294051738481
51.36,5.91,6.383599519828898
58.95,18.43,10.670358984599012
82.26,21.21,11.902432831350142
42.91,1.29,5.081599284572173
61.41,13.64,10.019648927246584
29.37,7.77,14.323928217747824
50.84,10.83,7.633671195781097
28.67,24.34,19.78112956583907
81.57,14.02,8.230245237532078
41.43,6.64,8.80364050045537
33.08,1.61,7.289016099927715
57.36,19.49,11.009360174343335
53.54,22.56,14.659716723468863
79.92,11.12,4.94100808289501
27.28,3.28,7.289673189550154
81.88,14.11,4.199909362304575
35.63,15.81,13.421761205522856
77.14,4.11,1.459620892743257
32.77,21.97,16.83787737344603
34.43,24.56,18.482495926383738
41.21,8.99,9.4118086631143
81.77,15.72,9.662384470464373
31.38,22.83,18.51598866171793
40.64,13.59,10.962242532719399
84.81,6.62,1.0838553342540487
76.83,11.6,5.541540424949911
84.38,18.16,9.022707641963585
82.53,16.2,5.851557408903983
65.2,6.14,2.142113694221801
81.44,17.4,9.039545484061932
79.41,9.53,5.396915797957621
69.79,1.58,2.4501606948129337
53.86,23.62,13.383290724902585
49.37,20.06,16.813466935422092
68.97,11.63,5.8500990957256285
65.95,6.97,2.9777359576118654
30.39,17.67,14.024467866257643
54.95,16.54,10.585376231510024
37.81,16.42,11.409933246961675
54.34,3.44,3.362543458820835
21.82,8.2,12.504261890464477
68.36,7.81,3.0428724588848137
66.7,21.77,10.87381453646567
79.83,18.43,8.529321591079357
35.11,19.2,16.40216092401161
76.38,18.33,7.369249418227161
46.88,21.17,13.60557493415067
53.81,2.18,2.9658728005425212
45.21,21.78,12.422909271156156
56.91,24.0,12.668268248321947
60.72,8.85,3.415239548388916
64.93,8.92,2.6113414364887118
34.37,19.08,15.90705512404006
79.24,23.39,14.45260121073823
49.13,13.9,10.920954195321286
29.92,14.47,15.262436014649666
34.28,19.17,16.445210223377924
30.93,19.3,17.622504987569755
59.71,9.29,4.941975643719519
31.3,6.56,14.159996039833686
39.56,9.19,6.690569717291185
48.0,18.26,13.413728605035097
52.32,9.02,6.975335502065261
35.49,8.99,10.511591684649018
45.31,6.34,10.643912153562773
67.68,8.23,3.7878495941627204
44.61,2.24,4.334837491905326
49.94,0.07,2.597343923924196
44.18,22.51,15.4245305913436
41.5,1.0,6.743020188661669
36.62,4.43,7.9914381475103236
33.31,17.14,13.899108801609966
79.01,8.06,7.751523897676165
60.37,2.47,0.4691747448755681
67.01,7.24,3.962751130237434
73.22,4.09,0.0
72.26,15.3,11.170292992577732
31.91,9.94,10.10780523637906
58.86,7.28,3.924140347822455
61.13,10.66,5.037467981324076
58.11,8.21,4.414004666882696
41.53,5.64,5.593441154831418
33.19,2.4,5.839148487292881
77.54,14.14,7.837899926625635
24.92,24.87,19.669109752740546
52.54,19.82,14.631167630382727
46.34,2.36,3.525566109956677
62.11,4.61,2.783018174607725
43.34,8.5,9.350451385949091
22.02,9.14,12.073762123325002
76.57,17.83,8.214967908247328
41.12,9.19,9.579127011203763
54.95,3.61,0.2732967398066948
77.96,5.29,4.010590816119042
51.03,7.76,8.534016422174076
70.85,1.92,0.0
43.57,12.05,13.114235695415468
75.51,12.32,4.858917959030871
61.3,17.03,10.438690211023948
33.82,3.18,7.703194974079337
47.82,24.58,17.43491082137696
57.49,17.19,7.674118330355966
84.44,1.09,3.306727974422823
77.82,11.8,7.048650013491335
32.71,9.43,12.361842165007198
68.54,19.25,11.816031359333914
79.32,14.27,7.986583517166435
42.41,18.98,14.775928675768874
73.94,11.53,5.460794859027447
61.07,15.8,7.786395338087365
27.62,5.84,12.26402928323567
69.85,19.17,9.373487808005589
32.25,1.93,6.888262958252029
23.32,16.25,17.212127487396128
21.25,2.32,7.09082373384882
37.51,9.1,11.738323697425106
27.19,3.54,9.868946103012512
38.87,0.04,6.610696689221158
24.68,17.85,15.983161724819967
49.23,17.89,12.082121950129144
41.14,7.84,7.189668293230888
62.17,12.26,5.9474135685782805
76.76,8.54,3.5989273453401425
25.17,2.92,5.152782796945994
58.87,9.32,4.98176467891012
45.21,16.64,13.525709030407787
53.33,17.83,11.542224327344314
56.42,14.56,8.17910851609881
49.12,12.31,8.540138544013534
66.62,20.14,12.700902413107421
22.23,4.69,11.129700496913618
25.6,9.59,12.792370221084074
23.45,5.78,12.126015145185454
76.36,11.4,4.696510590290453
33.36,10.28,11.569749505523108
45.62,19.15,11.774947115170086
80.62,22.14,15.14514636088762
62.34,22.36,11.850687281509398
40.19,6.72,9.932454237677405
35.75,8.56,8.92546985654684
49.98,21.08,10.63583237482289
39.27,20.11,16.101989784572435
54.93,6.45,8.120334700965902
43.0,0.96,5.446796767272598
61.87,20.4,14.844000702194922
22.95,9.46,11.218754639532975
30.01,12.61,13.732112484696612
20.06,10.39,11.732713658621336
21.07,8.26,15.59775504895941
44.75,1.16,4.941407244986371
56.14,11.34,8.640348572600281
20.02,15.39,16.324086611118062
41.22,12.34,10.799922502322977
36.82,19.27,14.61376761739684
36.32,18.37,13.973459467942796
24.56,12.14,15.613506639092892
51.45,4.8,3.338677298695411
77.26,3.47,0.29124339016539413
79.29,22.5,14.052031877361188
38.81,10.91,12.15139096122533
78.47,13.42,9.328472046261341
75.16,16.08,8.794205895829442
83.49,0.34,0.0
40.2,20.44,17.36768494255141
30.48,8.36,14.828384367572067
21.94,15.46,17.55602015454796
75.2,4.05,1.3554705874198698
25.21,10.37,12.439353004899566
23.92,13.81,15.834679375737405
31.35,14.48,15.080894491330678
82.18,20.22,11.865860393519755
78.22,10.68,3.071315266365192
50.2,9.48,6.79604055348777
53.57,6.68,4.4685276520502075
41.89,11.33,11.009915184992327
57.69,5.21,2.6514758411091175
47.44,24.41,17.498993149568093
30.13,2.65,6.239760713841971
38.42,22.74,18.577152646153035
44.58,16.53,15.247025460176447
81.35,6.15,1.0475053036439692
60.39,17.36,8.591968680952709
60.37,1.36,0.5117315028775493
61.84,4.66,2.351873619168081
50.37,21.11,15.470582403673454
57.85,17.27,8.976115493468628
47.07,12.46,11.294955811998072
48.12,20.64,13.948440485526248
79.54,10.74,7.198199884642432
72.93,22.23,11.858607653305098
72.55,9.15,6.562538615838994
73.49,18.64,11.996512902134649
71.24,16.67,9.039133660080237
64.23,9.16,6.521815674011617
53.22,3.24,3.3330640372718796
52.32,2.86,2.038489444563856
47.58,22.23,12.674528112356947
73.72,16.09,8.537678451716474
68.79,16.99,9.07958217824825
27.44,20.92,16.668026612609737
67.95,1.94,1.0265227142283249
72.15,22.22,13.743538267740472
42.36,3.51,5.869486248595015
56.31,22.24,12.99678659118971
39.55,13.79,8.61311458112193
53.83,18.3,13.340992072500494
83.17,20.91,12.919940581812215
47.15,20.06,14.881938144332358
28.5,21.89,20.5829270504206
26.02,8.23,12.648411615014453
51.26,6.69,4.009308842993351
22.24,23.06,22.10610492304594
75.32,6.03,2.594550556345314
45.07,13.47,10.42192313834003
20.11,24.84,21.32688143120888
20.53,6.32,13.250315982790712
20.93,14.68,13.651663262865103
78.31,5.42,1.5003426533548696
34.19,8.94,8.838411075731294
59.62,0.62,0.0
80.98,17.83,9.002183522034578
70.05,17.7,5.406221694424936
71.11,1.65,0.0
62.91,23.82,13.490090841083237
55.31,9.05,6.401618388309952
75.45,16.04,9.401930866514101
29.3,18.31,16.805416434601067
23.23,3.68,9.54258505618727
58.48,3.25,3.040291986739075
42.38,8.7,9.343163267460344
79.69,22.26,15.294648223430329
37.34,1.69,2.7663741852328587
80.28,21.5,13.363108043205914
49.26,20.44,14.7294568986405
22.37,14.91,16.855923716802103
21.2,3.42,9.564151047604541
63.11,9.84,7.2995716167314075
68.57,7.82,1.1700323847762943
30.74,10.73,13.133705346904112
78.79,17.65,8.023204134503423
73.73,14.04,8.078369590247297
34.7,18.13,15.137220725592861
24.63,5.06,11.786820028708927
23.86,13.9,14.585250471649038
71.7,14.9,7.899079205403208
75.59,6.12,2.410922105487293
28.33,3.91,9.770112698580258
84.01,23.5,13.348323253566104
80.85,1.56,0.0
76.91,13.93,6.608004708477763
50.46,14.58,10.533957415514886
48.33,5.66,5.566491987364646
40.32,13.24,10.45787468409852
32.32,5.71,11.381112543474027
70.49,20.85,12.933779159243224
72.81,7.42,1.1969229296258925
43.02,2.51,4.842817870427016
20.93,3.37,10.24306379366164
53.38,13.99,9.542409697148562
51.41,23.08,14.257398041792488
79.91,5.33,5.3668087891501575
37.09,11.6,11.420430306091836
22.81,18.7,17.557103493765904
70.82,19.01,10.486861844116625
75.96,8.61,3.265835452046832
69.51,5.37,2.5076663758543027
28.58,19.37,19.27260394204264
78.82,13.16,7.069276267572059
65.14,6.44,8.30166262995812
78.39,10.56,4.6388278134791445
39.07,12.52,12.292639256925986
79.17,20.56,11.736405045059902
33.8,13.17,10.32999364095214
56.74,2.26,3.2116910154662617
35.62,5.91,8.326105273526094
28.9,2.59,8.310810601854978
74.99,4.24,3.226599646706568
65.99,7.16,3.978665504112619
80.47,6.16,3.7456929521415323
67.99,2.93,3.1125607815802017
56.14,6.97,4.494719078722927
63.2,4.97,6.048640523788647
64.13,20.05,9.85841071166386
58.84,17.71,8.872154970803429
58.29,0.83,0.0
35.34,0.1,4.310393134670584
69.8,18.69,8.594667038241539
77.42,1.82,3.5312334545676665
42.46,7.66,7.874928937292772
42.06,21.98,16.753606156668994
37.3,7.56,8.414479538941716
41.0,24.65,18.663056379217963
50.89,18.76,11.518372992228642
40.0,19.37,14.568981214817896
75.06,22.95,11.780740655043672
69.62,10.11,7.252418490686216
79.3,15.06,9.17222413581528
52.2,2.23,3.7845892800169323
73.86,17.96,12.074106817680368
41.41,20.93,16.521962593218106
75.81,7.15,5.693331481977507
69.27,0.05,0.0
22.55,14.1,15.744982351923499
54.56,17.78,11.540622563077166
41.98,8.77,8.094892848470899
76.91,21.33,10.491409688842042
45.68,4.73,2.1183865156991994
57.12,11.36,9.02671643505406
40.35,13.62,12.459400123829601
21.56,10.48,15.73548936323497
77.14,10.72,4.080824730330898
65.9,0.58,1.5396490782904
60.8,8.47,1.2439126478474298
71.39,10.64,4.950527874512498
66.27,13.34,7.522586567710267
28.19,12.49,14.250234122658698
63.44,7.61,2.65845483434492
69.31,16.3,8.25686557481865
21.42,15.37,16.572148440810835
41.73,18.42,15.622548072708248
39.14,16.83,13.937259425673172
80.96,15.06,9.560737294616338
79.4,7.43,3.688405677388233
