trainId,routeId,eventTime,speedKmh,observedDelayMin,latitude,longitude,source
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:23.081Z,51.16,23.39,6.903177382810708,79.84185219378745,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:23.081Z,71.87,5.7,6.882095422430271,79.8168917355572,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:23.081Z,84.1,23.04,6.905787477881525,79.86307429788314,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:23.081Z,77.02,3.41,6.906145237823192,79.8204158112139,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:23.081Z,65.15,22.99,6.921662083918073,79.85303388546473,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:23.081Z,47.18,7.59,6.958819562958388,79.8921554374277,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:23.081Z,34.35,7.85,6.952134512980191,79.80480003944956,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:23.081Z,25.75,1.3,6.9814554506579,79.9189494241679,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:23.081Z,23.57,15.26,6.977358476799126,79.86052226081814,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:23.081Z,61.27,2.53,6.973292050781491,79.90847962879725,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:23.081Z,42.38,24.75,6.975316031381488,79.91745422041105,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:23.081Z,63.92,1.99,6.96027722031782,79.9098506489927,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:23.081Z,76.97,13.11,6.9863483100606345,79.86648378553451,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:23.081Z,22.55,21.24,6.918233233624271,79.91476142661053,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:25.109Z,64.21,22.58,6.924403768928448,79.80983460580732,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:25.109Z,74.92,10.76,6.965992443774041,79.91293018252179,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:25.109Z,72.3,20.95,6.910365176589133,79.91898000048346,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:25.109Z,31.39,7.41,6.913570442567719,79.87819543576101,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:25.109Z,44.55,16.97,6.925538180119123,79.82451816711288,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:25.109Z,53.41,7.33,6.890464950689478,79.82416878828151,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:25.109Z,48.74,22,6.958461483432428,79.8259344837983,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:25.109Z,69.58,23.46,6.936579655888433,79.87866772976021,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:25.109Z,20.39,18.39,6.873429081952751,79.80734036009513,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:25.109Z,75.37,17.48,6.882988682069103,79.8716257685448,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:25.109Z,49.92,20.21,6.892543464337039,79.8870865813815,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:25.109Z,69.22,3.42,6.946053114390239,79.84953921441544,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:25.109Z,36.65,4.69,6.980976037965114,79.81181931293018,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:25.109Z,43.66,13.87,6.944458013845575,79.83009987457329,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:25.109Z,25.98,15.64,6.945402316510656,79.85474786905313,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:25.109Z,41.42,18.32,6.976672781068319,79.80703885104542,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:25.109Z,48.62,0.31,6.930768106895762,79.84019544861783,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:25.110Z,42.79,20.82,6.877923466926331,79.84455803436012,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:25.110Z,72.4,12.33,6.95418341908895,79.86840617135951,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:25.110Z,45.02,15.82,6.884717451227695,79.91109135782033,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:25.110Z,25.79,21.22,6.931581246600485,79.86049770955526,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:25.110Z,72.64,3.82,6.947489134339243,79.88144382743414,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:25.110Z,42.67,22.55,6.879190525491919,79.88621773661404,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:25.110Z,83.84,10.61,6.8731748109077495,79.89668526952272,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:25.110Z,56.88,20.49,6.926541822096264,79.84028830052308,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:25.110Z,72.86,20.41,6.888402534546938,79.8708779881424,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:25.110Z,43.45,8.1,6.8862147093834984,79.86543329029763,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:25.110Z,57.67,11.41,6.935723861560682,79.85714664170045,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:25.110Z,39.28,10.67,6.886823276293793,79.80930036150112,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:25.110Z,69.82,11.52,6.9052261738425695,79.82226865977493,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:27.663Z,73.91,1.26,6.9350537991567975,79.84445132459523,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:27.663Z,66.33,3.99,6.916322816993987,79.83038700253451,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:27.663Z,47.02,20.85,6.877113204042941,79.86438490122433,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:27.663Z,67.51,6.51,6.936199015855007,79.8470934424291,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:27.663Z,56,21.52,6.908416792856195,79.81291487344895,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:27.663Z,76.64,1.16,6.921182014512452,79.89316030738267,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:27.663Z,72.71,12.76,6.930589869171719,79.87513627262707,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:27.663Z,59.52,11.43,6.954415224490265,79.88414312283501,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:27.663Z,43.79,9.07,6.895903391186434,79.89179425643465,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:27.663Z,35.85,10.39,6.98253922182944,79.92080577013209,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:27.663Z,82.49,1.09,6.867100843619497,79.80548400118803,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:27.663Z,52.46,23.3,6.87983596932039,79.82466501063666,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:27.663Z,76.31,14.84,6.896439827017207,79.85682474705479,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:27.663Z,58.43,9.66,6.876569772994093,79.8166906173127,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:27.663Z,72.55,22.88,6.9356489280594396,79.86136730460754,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:27.663Z,43.51,4.19,6.9783644291924185,79.89108742907483,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:27.663Z,26.96,8.18,6.898568374271287,79.8590954611529,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:27.663Z,45.62,1.4,6.966064947695891,79.85937639810716,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:27.663Z,41.66,4.17,6.967715107220875,79.85555654165876,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:27.663Z,58.28,16.78,6.965091605509121,79.89982384075282,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:27.663Z,55.04,1.83,6.943335935370789,79.89499059441953,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:27.663Z,84.67,2,6.918257552522736,79.80320742936597,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:27.664Z,71.27,19.3,6.938653797496394,79.86435426407941,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:27.664Z,22.29,20.69,6.947141655150367,79.88214689032617,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:27.664Z,43.27,23.43,6.936231766015639,79.8614119696621,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:27.664Z,43.64,0.24,6.881018493794097,79.87635696030272,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:27.664Z,45.81,21.75,6.903470134415006,79.8645633725806,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:27.664Z,36.35,14.02,6.899951830757211,79.8502401068413,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:27.664Z,28.68,0.35,6.942869856932055,79.87475622337234,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:27.664Z,80.9,15.46,6.946063501094516,79.82472378274176,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:44.507Z,37.97,6.81,6.938119270542667,79.90869621282894,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:44.507Z,35.66,1.25,6.925593302797418,79.84083414329739,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:44.507Z,79.04,5.03,6.9843469723972404,79.87203690237004,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:44.507Z,57.53,14.21,6.939371743429476,79.91423151148176,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:44.507Z,59.94,13.1,6.9041059361531545,79.89470692883245,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:44.507Z,54.4,11.79,6.947984906987868,79.81628437215517,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:44.507Z,83.02,21.8,6.94460068715328,79.81815167506782,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:44.507Z,33.09,14.87,6.87465724697122,79.86740046984771,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:44.507Z,22.55,19.47,6.873429487952037,79.85922626509249,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:44.507Z,33.72,5.21,6.871019877689272,79.90496195056505,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:44.507Z,20.62,10.06,6.969228421485752,79.80231878776486,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:44.507Z,59.31,6.08,6.909910529103599,79.81015221494256,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:44.507Z,58.86,12.79,6.905097543098199,79.8725760858504,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:44.507Z,35.26,18.13,6.963044852369326,79.88493976690688,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:44.507Z,30.52,19.19,6.913812498454383,79.86953336299894,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:44.507Z,60.18,6.63,6.963666526985829,79.87698172686594,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:44.507Z,23.9,0.52,6.9629456004938275,79.82913324999761,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:44.507Z,45.55,2.71,6.971640094831284,79.81802413066062,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:44.507Z,46.6,24.62,6.951603601089266,79.82388318592906,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:44.507Z,52.28,4.93,6.967329325276542,79.80546152413056,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:44.507Z,36.1,8.96,6.951599877116469,79.80227090259694,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:44.507Z,40.17,9.16,6.943400559446164,79.81368133977718,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:44.507Z,51.47,24.36,6.962391672473774,79.86393991692444,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:44.507Z,83.84,12.67,6.968560013604104,79.86671885129093,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:44.507Z,55.67,23.53,6.959898836454392,79.84859103026697,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:44.507Z,29.16,24.46,6.947657447514644,79.82216590945524,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:44.507Z,71.26,16.2,6.9321361930293115,79.85163975030909,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:44.507Z,33.97,12.83,6.904881411833327,79.8280131036586,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:44.507Z,49.21,20.24,6.957446322719688,79.8212011741355,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:44.507Z,45.36,6.18,6.92765715777097,79.83474267652774,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:46.037Z,30.92,18.99,6.896821052959252,79.89664126218219,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:46.037Z,84.84,23.19,6.928655837441152,79.8393585368721,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:46.037Z,60.66,18.17,6.9163367845968935,79.82002571229943,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:46.037Z,54.85,22.69,6.896965219194216,79.89029448957116,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:46.037Z,21.32,21.2,6.91833901948141,79.88524182260875,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:46.037Z,82.62,17.84,6.952446012599956,79.85327658291267,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:46.037Z,43.6,14.12,6.949132808405682,79.91326556744863,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:46.037Z,42.47,7.65,6.881274146133889,79.81297785289513,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:46.037Z,33.01,23.63,6.954637481480214,79.86651092403909,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:46.037Z,80.43,14.51,6.906742699165328,79.81892271398583,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:46.037Z,34.92,1.5,6.889175614521438,79.86175760235052,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:46.037Z,57.72,4.59,6.873352361373847,79.80362496053573,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:46.037Z,24.37,6.87,6.955573681882115,79.8524521647801,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:46.037Z,48.7,4.69,6.970283215266781,79.81166139546217,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:46.037Z,66.02,15.89,6.9853793540099165,79.83330514917087,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:46.037Z,32.52,12.2,6.884477116137384,79.90467286256651,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:46.037Z,78.86,8.57,6.875288516672915,79.8523249781004,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:46.037Z,77.62,13.7,6.933432523721667,79.88865738569704,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:46.037Z,59.15,2.39,6.911492488060712,79.91809752345011,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:46.037Z,72.38,20.18,6.916353671054035,79.90595892563081,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:46.037Z,71.6,8.67,6.941904677167171,79.9051508421523,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:46.037Z,49.5,24.44,6.956635370850665,79.83859706978255,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:46.037Z,65.38,6.29,6.879373953092628,79.86410258502707,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:46.037Z,77.2,12.8,6.96686977883135,79.8161098140437,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:46.037Z,57.52,1.95,6.970989970387745,79.84611844662426,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:46.037Z,26.09,6.56,6.885138137623215,79.8099962458612,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:46.037Z,61.25,3.45,6.950537036658682,79.87900025969273,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:46.037Z,64.75,20.13,6.926796482399455,79.86614182831866,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:11:46.037Z,49.04,0.03,6.9841811632939175,79.86623596887527,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:11:46.037Z,31.14,12.07,6.9683995670752426,79.87788074345927,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:12:02.469Z,46.32,8.37,6.926247016198804,79.91646220234279,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:12:02.469Z,67.55,16.18,6.955264517015969,79.8492891117003,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:12:02.469Z,68.56,6.98,6.908531567293701,79.91236561984594,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:12:02.469Z,23.14,13.16,6.972030050020597,79.86795204404555,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:12:02.469Z,75.49,24.83,6.950579052770564,79.9187978823502,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:12:02.469Z,49.94,16.92,6.871280789719522,79.86028656883926,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:12:02.469Z,25.51,5.04,6.907453377833555,79.82179219572832,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:12:02.469Z,23.54,21.5,6.884826964514966,79.82826300525716,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:12:02.469Z,64.92,7.57,6.895890326423237,79.87431174601494,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:12:02.469Z,39.25,7.62,6.944448768412615,79.88054755692724,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:12:02.469Z,62.39,4.49,6.884057627421225,79.90413373624267,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:12:02.469Z,39.7,14.47,6.947913147287663,79.86580561817799,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:12:02.469Z,44.62,24.93,6.9252248966685785,79.84119220460394,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:12:02.469Z,20.87,23.8,6.9674301889615995,79.82805505005514,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:12:02.469Z,78.18,5.99,6.964681557753973,79.83683014177048,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:12:02.469Z,80.91,19.53,6.892591887229768,79.8229045089642,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:12:02.469Z,38.5,10.69,6.869870194513312,79.87753904048434,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:12:02.469Z,67.47,9.87,6.976884362537737,79.84749677147676,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:12:02.469Z,25.01,9.63,6.949856035703173,79.80225538620536,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:12:02.469Z,34.7,7.9,6.980369971736992,79.87920901234605,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:12:02.469Z,71.82,7.37,6.943285622356388,79.89348830642392,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:12:02.469Z,80.89,18.18,6.9169880278852585,79.83354271137402,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:12:02.469Z,29.33,0.03,6.983766514249387,79.83729154779473,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:12:02.469Z,46.64,8.86,6.875058976085334,79.84718457023456,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:12:02.469Z,59.95,16.1,6.916737745400664,79.90944348213598,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:12:02.469Z,36.8,16.05,6.893772777017743,79.87649873709717,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:12:02.469Z,74.47,8.47,6.94907608282413,79.84542439572976,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:12:02.469Z,23.72,18.94,6.960310819769034,79.9120705542762,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:12:02.469Z,28.07,23.97,6.921176514208156,79.85197491575704,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:12:02.469Z,30.44,10.22,6.919028700591249,79.81699291335086,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:12:07.185Z,62.88,20.48,6.982334005079995,79.8776139639481,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:12:07.185Z,25.41,13.46,6.934047960944881,79.81686013086878,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:12:07.185Z,46.82,10.37,6.907520564129465,79.86371737624705,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:12:07.185Z,23.2,20.56,6.903430029954916,79.8966026974097,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:12:07.185Z,57.78,7.96,6.9221350482085064,79.91212296544016,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:12:07.185Z,55.66,8.04,6.904468751940869,79.82463352584766,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:12:07.185Z,20.13,19.01,6.98577920751181,79.84748433900496,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:12:07.185Z,80.52,23.28,6.984988946713615,79.85115915878191,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:12:07.185Z,23.04,1.79,6.944735833171244,79.86942938708276,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:12:07.185Z,70.42,9.23,6.88199640392289,79.896009104644,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:12:07.185Z,72.14,19.6,6.939241193269474,79.83238341236074,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:12:07.185Z,74.54,1.73,6.928382309092807,79.90921798830702,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:12:07.185Z,41.46,5.47,6.898711815237509,79.91848959073728,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:12:07.185Z,21.84,3.33,6.951817748136791,79.87199009211082,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:12:07.185Z,45.17,3.75,6.917428008300327,79.85578681924993,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:12:07.185Z,73.1,8.8,6.913846174535745,79.8274115828445,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:12:07.185Z,71.15,12.27,6.871438174642681,79.9080160012669,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:12:07.185Z,27.63,21.73,6.955022557921663,79.916827401209,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:12:07.185Z,30.48,3.91,6.8928498571761825,79.88833264443703,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:12:07.185Z,71.42,14.47,6.889178746179522,79.83780101345496,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:12:07.185Z,40.68,15.24,6.937914075053141,79.89276785132391,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:12:07.185Z,83.73,10.62,6.914055322618477,79.80783452569972,API_SIMULATION
NC-220,COLOMBO-JAFFNA,2026-05-06T10:12:07.185Z,45.1,18.91,6.964382210535769,79.804194856538,API_SIMULATION
IC-101,COLOMBO-KANDY,2026-05-06T10:12:07.185Z,23.97,16.5,6.893347015062821,79.86735043376359,API_SIMULATION
